sentimen,text
POSITIF,"Alasan menolak selalu sama, mirip kaya penolakan kenaikan harga BBM: transportasi umum belum maksimal. Orang-orang maunya Jakarta kaya Singapura dulu baru nerapin ERP ??"
NEGATIF,"Demokrat Tolak Kenaikan BBM, Teriakkan AHY Presiden Menggema di Gedung DPR https://t.co/JBqCMkkGNZ #AHYPolitikusMendunia"
NEGATIF,Buruh Garmen Di Denpasar Menolak Kenaikan BBM https://t.co/gJ0bVlqY7J lewat @Berdikari Online
NEGATIF,"Daftar lengkap ongkos angkot di Karawang yang alami kenaikan ini terkait dengan kenaikan harga BBM, Pemerintah Kabupaten Karawang melakukan penyesuaian ongkos kenaikan kendaraan umum.  https://t.co/0MxHzy32nN"
NEGATIF,"sangat setuju pemerintah kudu prihatin empati dgn keadaan rakyat saat ini banyak kesusahan efek kenaikan harga BBM bersubsidi, turunkan harga BBM bersubsidi sampai harga sewajarnya"
NEGATIF,"@AB_008_ Kalo udh gitu bisa brubah ganteng ya? Oalah mas,kemaren2 demo kenaikan BBM,skrg harga udh turun malah dihambur2"
NEGATIF,1. Satu jam lalu saya interupsi di Sidang Paripurna soal ini. Karena inflasi akibat kenaikan harga BBM bersubsidi sebesar 5.5 persen di desember 2022 (y-on-y).  Terbesar sejak tahun 2014.  Tahun 2021 hanya 1.8 persen. Kasihan daya beli rakyat.
NEGATIF,"Selamat Ulang Tahun @PDI_Perjuangan, berhentilah dengan jargon Partai Wong Cilik"" jika kerja kalian menipu rakyat dengan meloloskan berbagai regulasi menyengsarakan rakyat, Sudahilah bualan kalian kalau masih membiarkan rakyat dirampok dengan kenaikan BBM dan kebutuhan lainnya. https://t.co/6gJcmZOHjD"""
NEGATIF,"@keuangannews_id Rezim ini baik dipusat maupun didaerah terus berusaha menambah beban rakyat, mulai dari pajak, kenaikan tarif listrik, bpjs, bbm, penghapusan subsidi, bahkan sekarang jalan umum rakyatpun harus bayar ! Dimana keberpihakan pemerintah pada rakyat ?"
NETRAL,"@OposisiCerdas Namun, kemungkinan harga Pertamax bisa naik kembali jika harga minyak dunia mengalami kenaikan. Oleh karena itu, Menkeu meminta kepada masyarakat untuk memahami hal tersebut. -- Ga ada masalah selama Pemerintah juga segera menurunkan harga BBM saat harga minyak duni turun."
NEGATIF,"@tempodotco mhn dicermati &amp  diatasi permasalahan Import BBM &amp  LPG yg tinggi sangat berdampak thd perekonomian NASIONAL, terutama beban NERACA PERDAGANAGAN bahkan NERACA PEMBAYARAN serta pengaruh thd kenaikan INFLASI. @jokowi @andrewenas @erickthohir @ArifinTasrif @airlangga_hrt @Dr_Moeldoko"
NEGATIF,DPD RI Minta Pemerintah Antisipasi Kenaikan BBM Nonsubsidi dan Penghapusan Subsidi Listrik https://t.co/mUzGtfzNGM
POSITIF,"5)  Perhatikan pos subsidi energi dan kompensasi yg sangat besar, mencapai Rp551,2T yg bahkan lebih besar dari besaran yg dulu dijelaskan saat kenaikan harga BBM (Rp502,4T). Dan ini hampir 4 kali dari anggaran awal (Rp152,5T). Ini semua demi masyarakat dan perekonomian."
POSITIF,"@nayla_syamil @toplevel_view Pemerintah memberikan dukungan melalui berbagai tambahan bansos dalam bentuk pengalihan kebijakan subsidi agar dampak dari kenaikan harga BBM tersebut tidak membebani masyarakat. Selain itu, Pemerintah juga tetap optimis bahwa pertumbuhan ekonomi Indonesia tetap terjaga https://t.co/PNY6QRfnGs"
NEGATIF,"tanyarl hai guys, aku boleh minta pendapat kalian kalian tentang kenaikan harga bbm sama h*cker bj*rka ga?? drop di komen ya buat keperluan tugas soalnya. sebelumnya tysm ??"
NETRAL,"Menteri BUMN, Erick Thohir meminta masyarakat tetap waspada adanya kenaikan harga BBM non subsidi.  Waspadalacchhhhh.   https://t.co/EKu8Xbv6id"
NEGATIF,"Contoh lain : Dengan memakai aturan barkot atau lainnya Pertamina mempersulit pengisian BBM kepada nelayan, sehingga kapal motor harus ke pom bensin untuk berangkat melaut,  Kenaikan ongkos naik haji, mempersulit ibadah agama, Zonasi dibidang pendidikan banyak siswa putus sekolah"
NEGATIF,"@hc_poirot Apapun yg berbau jokowi dan PDIP sepertinya rendah aseptabilitynya. Krn slalu bernarasi demi rakyat kecil tp tak jarang kebijakannya bikin rakyat kecil kian klimpungan ( ex : cipta kerja, Kenaikan BBM, lapangan kerja dsb )"
NEGATIF,"@jokowi Pak @jokowi  Turunin donk tarif listrik, turunin harga bbm, bayar pajak murah. Sembako murahin ya pak, Soalnya pejabat bapak yg makmur, rakyat rata2 susah semua. Kenaikan itu semua hany di nikmati para pejabat penjilat bpk. https://t.co/lUpNa8fQIc"
NETRAL,"Antisipasi Penyalahgunaan BBM, Polsek Kuaro Laksanakan Monitoring https://t.co/F13TEI3Ez7–Personil Polri khususnya Polres Paser dan Polsek Jajaran rutin melaksanakan pengamanan dan monitoring di SPBU dalam upaya mendisiplinkan warga dampak kenaikan harga Bahan Bakar Minyak (BBM) https://t.co/3sh7mCKWIJ"
NEGATIF,"@RekhanR3 @musniumar BBM naik saja, berimbas pada kenaikan harga sembako yg juga naik, melampaui persentase kenaikan pendapatan atau gaji / UMP pula, lalu logikanya darimana rakyat umumnya bisa semakin kaya bukannya tambah miskin?"
NEGATIF,"@Tembakoldilaut @RekhanR3 @musniumar Bbm naik berimbas naiknya harga sembako sehingga biaya hidup semakin tinggi, sementara Lapangan pekerjaan berkurang Hampir seluruh kenaikkan harga melampaui persentasi kenaikan gaji/UMP Jadi logikanya darimana klo masyarakat semakin kaya bukan semakin miskin?"
NEGATIF,"@LANGKAHANIES @aniesbaswedan Dulu saya sering lihat demo-demo di UKI, trisakti (Grogol pasti lumpuh),UBK. Demo tentang kenaikan BBM atau ketidak puasan terhadap pemerintah. Sekarang tidak ada lagi bahkan nyaris hilang. Saya akui mereka hebat meninabobokan mahasiswa."
NEGATIF,"Ternyata pedagang warung tenda ini merespon kenaikan biaya QRIS kemaren spt supir angkot &amp  bank pas harga BBM dan suku bunga BI naik: mrk langsung naikin harga.  Giliran biaya QRIS utk transaksi di bawah 100rb dihapus, BBM turun, suku bunga turun, harga tentu TIDAK turun"
NEGATIF,Kenaikan harga BBM di bulan ini tentunya sangat berpengaruh pada ketahanan energi nasional. Masyarakat akan semakin kesulitan untuk mendapat energi yang jadi salah satu faktor penentu indeks ketahanan energi. https://t.co/lfIv3lLeEz
NETRAL,"Personil Polsek Firdaus dan unit Intel Polsek Firdaus  melakukan Patroli, deteksi dan  monitor  stock BBM  pasca penyesuaian harga/kenaikan harga BBM Bersubsidi  serta kelangkaan BBM di SPBU - SPBU diwilayah hukum Polsek Firdaus   #polressergai https://t.co/vVqTP2LmJk"
NEGATIF,"Di tengah ramainya duka KM 50 &amp  Brigadir Joshua, rakyat dihadiahi 1. Kenaikan BBM. 2. Penyetopan laporan dugaan KKN &amp  pencucian uang Gibran dan Kaesang.  KPK Setop Laporan Dugaan KKN Yang Seret Gibran dan Kaesang, Apa Alasannya? https://t.co/HpgFJkbhir  #KPKBudakRezimJokowi"
NEGATIF,"@BahasBus @arienoegroho @udayalaks @PT_Transjakarta @TfJakarta @DKIJakarta @jokowi @BisKota_ @arungbudoyo Kenaikan 5 tahunan gabisa dipungkiri, blom lagi September 2022 kemaren BBM naik n tentu itupun dah ditahan pula. Ya wajar naik, cuman kalkulasinya ntu. Apalagi kalo ada korelasi supaya beralih ke LRT. Hmmm ini juga aneh, kalo menurut ane yang 40 sih mending di Bekasi n Cibubur"
NEGATIF,"@zulfiputraji @arienoegroho @udayalaks @PT_Transjakarta @TfJakarta @DKIJakarta @jokowi @BisKota_ Lagian kenaikan tarif tol gapernah langsung mendorong kenaikan harga angkutan sih. Apalagi kenaikannya cuma seuprit doang naik 500 perak. Keknya sih ada pertimbangan khusus, ane bacanya karna emang 5 tahunan n musti review sama sentimen kenaikan BBM. Mana kemaren ditahan kan"
NEGATIF,"@arienoegroho @udayalaks @PT_Transjakarta @TfJakarta @DKIJakarta @jokowi @BisKota_ Dibuka awal 2018, sempet 2 minggu pertama ceban akhirnya jadi 20 sampe sekarang bahkan sejak kenaikan harga BBM September kemaren aja harga tetep. Lagian wajar juga ga sih? Dimana 5 tahun emang penyesuaian harga. Apalagi ga subsidi gini, pandangan ane sih gitu yak."
NEGATIF,"@arungbudoyo Dibuka awal 2018, sempet 2 minggu pertama ceban akhirnya jadi 20 sampe sekarang bahkan sejak kenaikan harga BBM September kemaren aja harga tetep. Lagian wajar juga ga sih? Dimana 5 tahun emang penyesuaian harga. Apalagi ga subsidi gini, pandangan ane sih gitu yak."
NEGATIF,PKS berjuang untuk rakyat dengan menolak kenaikan BBM yang dapat membebani masyarakat. ?? #kalodiingetserujuga
NEGATIF,"@AhmadZu85478220 @msaid_didu Rakyat yg iuran bayar hutang melalui konversi kenaikan harga BBM, dana BPJS, sembako, Pajak, listrik, pulsa hape, dimana ada peluang iuran rakyat disitu pasti dikeruk buat bayar hutang. Dasar sudrun luuh"
NEGATIF,"Bukannya dari dulu anak itb kaya gini? Wkwkwkwkwkwkwkwkwk  Gw inget banget gw dirujak di Line gegara gw kritik KM yg deliberasi ttg isu kenaikan harga bbm bisa berbulan-bulan tapi giliran jasa parkir ganti (naik dikit, lupa brp), besoknya langsung demo depan kampus wkwowk."
NEGATIF,@KompasTV Warga kalau merasa dipaksa usir dan cabut stikernya. Karena kalian dilindungi UU. Tidak boleh ada pemaksaan penempelan stiker di rumah orang. Yang penting jangan pilih PDIP dan capres petugas partai PDIP. Terbukti menyengsarakan rakyat dengan kenaikan harga bahan pokok dan BBM.
NEGATIF,@PDI_Perjuangan Kelakuan PDIP menyogok rakyat kecil dengan sembako untuk berkuasa. Setelah berkuasa bikin rakyat menderita dengan kenaikan bahan pokok dan BBM.
NEGATIF,@msaid_didu Yang penting tahun 2024 jangan pilih PDIP atau capres petugas partai PDIP yang telah terbukti menyengsarakan rakyat dengan kenaikan harga bahan pokok dan BBM.
NETRAL,Berikut daftar kenaikan harga BBM non subsidi milik Pertamina yang berlaku di seluruh Indonesia https://t.co/j0BhiakJx3
NEGATIF,@detikcom Pokoknya Jangan pilih PDIP dan capres petugas partai PDIP yang telah terbukti menyengsarakan rakyat dengan kenaikan bahan pokok dan harga BBM.
NEGATIF,@VIVAcoid Pokoknya Jangan pilih PDIP dan capres petugas partai PDIP yang telah terbukti menyengsarakan rakyat dengan kenaikan bahan pokok dan harga BBM.
NEGATIF,"Inti dari kesulitan ekonomi rakyat kecil cuma dua, korupsi dan kenaikan BBM yg terlalu sering."
NEGATIF,@tvOneNews Pokoknya Jangan pilih PDIP dan capres petugas partai PDIP yang telah terbukti menyengsarakan rakyat dengan kenaikan bahan pokok dan harga BBM.
NETRAL,"Personil Polsek Firdaus dan unit Intel Polsek Firdaus  melakukan Patroli, deteksi dan  monitor  stock BBM  pasca penyesuaian harga/kenaikan harga BBM Bersubsidi  serta kelangkaan BBM di SPBU - SPBU diwilayah hukum Polsek Firdaus   Polres Sergai   #polripresisi #polressergaimer https://t.co/L3Q3sTTrld"
NEGATIF,"Berharap pemerintah yg akan datang tidak membebani UMKM dengan lonjakan kenaikan BBM lagi dan mempersulit pembeliannya dengan barkot, sehingga pengusaha kecil mampu menambah upah maksimal karyawannya. Aamiin.  *Colek mantan menteri kelautan Bunda @susipudjiastuti https://t.co/YiUwlkeMAw"
NEGATIF,@el4n9bint4n9 @PDI_Perjuangan Ngumpet sambil nikmati nasbung hasil kenaikan bbm
NEGATIF,"@korantempo NO MORE LIES Saat jadi oposisi partai ini sipaling ANTI kenaikan BBM,  aktif Demo berjilid jilid bahkan drama nangis dan walkout,  Saat dikasih kesempatan petugas partainya jadi Pemerintah No 1 SUBSIDI BBM DICABUT, BBM BRKALI KALI NAIK, TAPI HUTANG TETEP MEROKET, INI FAKTA"
NEGATIF,"@ilhamiz_ @cityreport_ @SunMartinB Pengaruh kenaikan bbm to, harga bahan pokok wae naik kok"
NEGATIF,"@ekowboy2 Siapapun pemenang pemilu, asalkan bukan PDIP!  Pingin tahu aja... bagaimana sikap mereka nanti soal BLT dan/atau jika ada kenaikan harga BBM."
NEGATIF,"Pak Prabowo mengkritik pemerintah yg Ia ada di dalamnya. Neolib itu nyata   praktek-2 penghapusan subsidi bagi rakyat, subsidi BBM yg berakibat kenaikan harga BBM, kenaikan TDL, pemangkasan subsidi pupuk, dll. Demikian pula pemangkasan program-2 sosial, anggaran kesehatan,.. https://t.co/T4U0Zss4J0"
NEGATIF,"Baiknya Presiden juga bayarkan Rapelan Kenaikan Gsji ASN-TNI-Polri-Pensiunan sesuai PP No.15 bln Juni th 2019 yg ditunda s/d sekarang sdh 4 th lbh. Ini kebijakan Alm.Tjahyo Kumolo yg blm direalisasikan hingga sekarang, padahal daya beli sdh anjlok 50% krn Covid-19 &amp  BBM naik."
NEGATIF,@PencariMU46469 @SoftWarNews Iran juga sudah mulai jaga lebih ketat. Bersiap lah kita juga dengan kenaikan harga bbm
NEGATIF,Berbagai tas sekolah   Sebuah Utas   ios 26 menagin aku min seulgi pssi fifa fikri ngeri-ngeri sedap damai jaga kondusif seokjin kami menolak kenaikan bbm indonesia beauty 900 va keren no gimmick #OurStarboyYeonjun #JENOxVOGUE #STYKangenBulgogi  #SpotifyxJISOO https://t.co/RiR9DCDjYZ
NEGATIF,"@Hasbil_Lbs Jadi kenaikan aset masa esbeye yang mencapai 359% cuma karena revaluasi aset yang saya yaqin kenaikan nilai aset dipicu atas naiknya bbm yang masa itu juga naik 308,8%. Jadi sebenarnya esbye gak ngapangapain cuma menaikan BBM doang.?? Tulisan sampah yang mau dibangakan ??"
NEGATIF,"@pengarang_sajak Minimal rakyat tdk dibebani dg kenaikan harga bbm, listrik atau gas. Sesederhana itu memelihara rakyat miskin. Paham ?"
NETRAL,Update Lengkap Kenaikan Harga BBM Pertamina dari Aceh sampai Papua https://t.co/Aorhepra0T
NEGATIF,"@PDI_Perjuangan Rindu tengok mbak puan nangis2 tolak kenaikan bbm, kl liat matiin mic udah bosan si"
NEGATIF,"@liputan6dotcom Ini orang yang nangis pas demo kenaikan BBM dulu bukan ya??"""
NEGATIF,"@johnykarim @KompasTV Jadi indog lebih seneng sama yang ga jago ngomong plonga plongo, tapi tengah malem umumin kenaikan bbm gitu ya?"
NETRAL,Update Lengkap Kenaikan Harga BBM Pertamina dari Aceh sampai Papua : Okezone Economy https://t.co/FrYJIauo3S
NEGATIF,"Lambemu cuk !! Lha wong partaimu pendukung utama omnibuslaw, UU IKN, pelemahan KPK, dan masih banyak lagi. Terus melayani rakyat itu yang seperti apa? Harga BBM naik aja kalian gak ada yang protes / demo seperti kenaikan BBM sebelum rezim Jokowi."
NEGATIF,"Kenaikan harga BBM tahun lalu mulai terasa mencekik, harga bahan kebutuhan pokok melejit, biaya hidup semakin tinggi,  APANYA YANG MAU DI LANJUTKAN... https://t.co/EYkdWpHXKn"
NEGATIF,"@Conspirare_JKT itu Sabotase buat ngalihin kasus sàmbo,penjegalan,dan kenaikan bbm.  Yang mninggal ratusan lho!  Bukan wafer"
NEGATIF,"@CNNIndonesia Ini orang yg suka matiin mic waktu rapat di DPR pada waktu kenaikan hrga BBM, lalu dia ngomong kesejahteraan rakyat. Sama sekali ngak punya empati .... https://t.co/ngXPQNflOV"
NEGATIF,@CNNIndonesia Naikkan saja pak asal harga pertalite jangan dinaikkan lagi. Sudah cukup kami merasakan kenaikan BBM sejak tahun 2022. Sangat terasa pak!
NEGATIF,@RagilSemar Alasan untuk mencekik rakyatnlewat kenaikan harga BBM..lagi dan lagi terus berlanjut...
NEGATIF,"Justru Karma itu akan dirasakan @PDI_Perjuangan jika tidak segera Makzulkan @jokowi, Karena @PDI_Perjuangan partai paling bertanggung jawab atas carut-marutnya negri ini, sebab kalianlah yang paling terdepan membelanya saat rakyat dihadiahi Berbagai Kenaikan BBM, TDL, GAS dll. ??"
NEGATIF,"@CNNIndonesia Pasti Ujung²-nya, Inflasi...kenaikan harga Bbm, Listrik, Gas, Pajak... Parah, nilai Rupiah bisa dipastikan tak berarti kedepan-nya"
NEGATIF,"@CNNIndonesia Lanjutkan hutang, senangkan cina, cukong, oligarki, subsidi org kaya, peras buruh dg omnibuslaw, cekik rakyat miskin dg kenaikan pajak, BBM, gas elpiji."
NEGATIF,"@liputan6dotcom Ini yg disebut musang berbulu ayam, pagar makan tanaman, tuan makan senjata. ???????? Tenggelamkan partai moncong, partai drama tangisan kenaikan bbm"
NEGATIF,sepertinya drama unjuk rasa sambil nangis pas demo kenaikan harga BBM bakalan keliatan lagi 2-3 tahun ke depan.
NEGATIF,Batuk2 kirain setres mikirin demo buruh.  Rupanya acting hendak mencekik rakyat dengan kenaikan BBM lagi.   Sandiaga: Presiden Jokowi Batuk Sudah 4 Minggu Akibat Udara Tidak Sehat di Jabodetabek https://t.co/HPpx0cpQJo  #MegaKorupsiRezimJokowi  #MegaKorupsiRezimJokowi https://t.co/vcMa6D6vo1
NEGATIF,@CNNIndonesia Kenaikan gaji PNS itu dibayangi sebelmnya dg kenaikan BBM. Listrik. Pajak. Dll.. naik gaji 209 rb beban kenaikan yg lain 500 rb  jadi PNS  jangan terlalu berharap
NEGATIF,"@Domikucan @Velarome_ @erickthohir @jokowi Blo'oon loe, semua kenaikan harga barang dan jasa, efek dari beban pembayaran hutang, BBM naik, pajak naik, listrik naik, gas naik, kebutuhan naik. Pemerintahbcuma bisa caribduit dari malak rakyat"
NEGATIF,"@CNNIndonesia Akar rumput apaan ? Dulu demo sambil mewek kenaikan BBM. Saat PDIP berkuasa, harga BBM dinaikkan gila gilaan, pajak naik, subsidi rakyat miskin dicabut, rakyat kecil makin menderita."
NEGATIF,@CNNIndonesia Kenaikan BBM 30% lebih PLN gas sembako minyak goreng  beras pajak dll. Naik 8% nunggu 5 thn baru d ksh naik ????
NEGATIF,"Dulu hampir aku ga bisa beli barang yg aku mau, beli tas dan sepatu saat kenaikan kelas hasil aku nabung, dan ga bermerk yg penting awet Jarang main jg bahkan ga punya hp android dl jaman SMA udah pake BBM aku ga punya ??"
NEGATIF,PDIP jdi oposis lebih kuat akar nya timbang jadi Penguasa   Lanjutkan PDIP 2024 kami dukung anda jadi Oposisi   Agar terus mengkritisi setiap kenaikan BBM GAS DN LISTRIK   SERTA KERUSAKN ALAM
NEGATIF,"@AT_AbdillahToha Ini kan sikap kritis yg dibungkus dengan gimik kepura-puraan yg sebenarnya  sering mereka lakukan seperti saat mengkritisi kenaikan harga BBM, dan membuat rakyat yg kritis hadi  jijey melihatnya??"
NEGATIF,"Wahai wong cilik,jangan mau ditipu lg dg partai yg seringkali  menjual nasibmu saat pemilu..akal mu direndahkan supaya sendiko dawuh, sementara mereka berpesta pora menikmati kekuasaan  mencekikmu dg kenaikan bbm, mencabut subsidi, dan korupsi bansos.. https://t.co/5E9mO45owp"
NEGATIF,"Kalau bicara soal kebijakan pemerintah, kita bisa lihat misalnya soal kenaikan harga BBM atau tarif listrik. Ini langsung ngaruh ke kantong kita, kan? Padahal, kita sebagai rakyat biasa nggak punya banyak pilihan buat ngelawan keputusan kayak gini."
NEGATIF,"@djfarezki @Outstandjing Ga jg, dl Oneng, Puan, Gatot pd akting nangis soal kenaikan BBM."
NEGATIF,gladi resik jd (pura2) oposisi lagi. berikutnya latihan nangis buat sikapi kenaikan BBM di masa yang akan datang (yang inevitable pastinya)
NEGATIF,"@kookobima @hlogwarts @tanyarlfes Solusi tp bukan satu2 nya solusi. Kenaikan BBM itu jd faktor utama kenaikan harga barang kak dan tarif transportasi koq.  Jgn cuma pakai patokan mobil bawa barang aja. Tarif angkot, ojek pangkalan dan ojek online jg naik. Mereka naikin tarif yah Krn kebutuhan mereka jg naik"
NETRAL,"Penjualan Ritel di AS naik 0.7% M/M di Juli, memperpanjang kenaikan selama empat bulan beruntun &amp  mengalahkan estimasi pasar yang naik 0.4%. Tanpa memperhitungkan penjualan otomotif &amp  BBM, penjualan ritel naik 1.0% M/M, jauh di atas estimasi yang hanya naik 0.3%.  *Disclaimer On"
NEGATIF,"Dana covid, untuk IKN.  Kenaikan BBM, untuk IKN. Rakyat diperas dengan aneka kenaikan harga gas,. listrik, kebutuhan pokok . . Untuk IKN.   Pengamat: Pembangunan IKN Itu Kepentingan Elite, Dana PEN Seharusnya untuk Rakyat!  https://t.co/LfAU7nn3Yw  #JokowiPredatorDanaTaspen"
NEGATIF,"Kami orang kecil mencontohi mereka dalam memaknai atau mencintai negeri ini.Kami melihat petinggi negeri mencintai negeri dengan korupsi, dengan keputusan yang tdk pro rakyat, dengan kenaikan harga bbm, dengan 'menjual' negeri kepada asing, dengan kebebasan yg tidak biasa."
NEGATIF,"@yusufgunawan Udah lama iniii, sopir angkot berunding sendiri dan memutuskan tarif naik jadi 5000 semenjak kenaikan BBM."
NEGATIF,"Saat akar rumput kalian Tinggalkan dengan Kenaikan BBM, TDL, GAS, PAJAK Hingga Muncul 3 UU OMNIBUSLAW Yang Bahagiakan Oligarki Tapi Menindas Rakyat Sendiri maka Sejak Saat Itu Akar Rumput Anggap Kalian  WONG LICIK"". Jika Ingin Kembali Keakar rumput maka Makzulkan Dulu @jokowi"""
NEGATIF,"@malangposco iihh ini udh lama tau min, semenjak kenaikan BBM. Semua supir angkot sepakat menaikkan tarif angkot. Kebetulan aku naik angkot tiap hari."
NEGATIF,"@SalamSantun_ Ada apa ya? Kok semua komen mengarah ke @PDI_Perjuangan ? Itukan partai wong cilik yg membela rakyat saat kenaikan BBM, betulkan mbak @puanmaharani_ri ?"
NEGATIF,@Hasbil_Lbs BBM naik ....kenapa br demo sekarang lha sela ini BBM naik terus kok diam saja gk demo.... giliran mau pilihan baru demo....selama kepemimpinan presiden yang sekarang berapa kx kenaikan BBM PDI gk ada demo....lha sekarang mau pilihan presiden baru demo... hellow selama ini kemana
NEGATIF,"@RajaJuliAntoni Dan hasilnya.. sepuluh tahun kemudian... Diangkat jadi Wakil Menteri.. gak sia sia, istiqomah pakei baju kotak kotak. Sementara itu ribuan rakyat lain yg makai baju kotak kotak diakomodir sebagai penerima BLT. Puluhan Juta lainnya korban kenaikan BBM dan kenaikan harga pupuk"
NEGATIF,@Miduk17 Trus ketika itu indonesia perang kah om?? Yg ada PDIP demo nangis2 karna ada kenaikan BBM. Skrg air mata nya mana??
NEGATIF,"@Hasbil_Lbs BBM dipemerntahan JKW udah naik 7 kali, Bahan pokok/pangan naik tak terhitung, pengangguran membludak ko tega2 nya PDI-PEH baru membentangkan penolakan segala kenaikan, kenapa bukannya saat awal akan adanya kenaikan dia menolak diparlemen. NGIBUL DISIANG BOLONG ??????"
NEGATIF,"@OposisiCerdas Merangkak lah, agar bisa sampai tujuan. Sekarang udah gk bisa lg ngaku² partainya wonk cilik. Sekarang gk bisa lg nangis² ketika ada kenaikan harga BBM Karna sudah jadi partai penguasa,  Cm orang bodoh dan tolol, yg masih mau pilih partai yg kader ny banyak tercyduk kasus korupsi"
NEGATIF,@knpiharis @ganjarpranowo Dia ini termasuk yg setuju kenaikan BBM. Jadi ga heran kalau ahirnya muncul dipermukaan kolam
NEGATIF,"subsidi pemerintah yang dikurangi untuk rakyat:  - nilai manfaat dana haji,  - pembatasan subsidi pupuk - pengurangan subsidi BBM - kenaikan pajak PPN - rencana kenaikan tiket KRL  Yang akan pemerintah subsidi: - Tiket Kereta Cepat - Kendaraan Listrik  Bgmn pendapat netijen? ??"
NEGATIF,@kumparan Strategi menghilangkan BBM Subsidi bagi rakyat kecil. Seharusnya dibatasi itu penjualan kendaraan bermotor bukan menghilangkan Pertalite yang berdampak pada kenaikan harga bahan pokok
NEGATIF,"Orang-orang Plesiran, Bisnis, Di Subsidi.  Uenaak Banget yo.   Rakyat Miskin.. Mandaran Di Paksa Mbayar Pajak, Mbayar Kenaikan Harga Harga,  BBM, Listrik, Gas, Air. Dllnya..   Kereta Mewah kok Di Subsidi..  Xixixixi??????.  Kebangetan Dungu nya.  Xixixixi????????."
NEGATIF,"@a12un Sentimennya kenaikan harga BBM diawal kepemimpinan Jokowi jadi Presiden mas meskipun sblomnya juga waktu 2013 (nah ini yang mas maksud kan? Jokowi ama Ahok rapat di Balaikota ama pengelola transportasi). Tahun 2014 saat ntu TJ udah berdiri jadi PT so pasti mulus, BTP naikin tarif"
NEGATIF,"@ruhutsitompul Emang era Jokowi........ Kelakuannya tdk lebih parah dr Orba, lewat UU ITE, UU omnibus law, Korupsi merajalela di semua sektor, blm lagi kenaikan harga pangan, BBM, dll. Masih mending jaman orba sandang, pangan pendidikan, kesehatan terjangkau. Jangan asal njeplak HUT??"
NEGATIF,Kalian mikir nggak 2014 klo yang muncul si megawati bukan jokowi. Kalian masih jadi kaum kere di pinggir got. Nggak akan ada korupsi ugal-ugalan. Kalian masih pamer air mata klo ada kenaikan BBM. Atau pura2 peduli saat petani kesulitan pupuk.
NETRAL,"@sirulhaq @agus_kriwul @GreenpeaceID @DKIJakarta @jokowi Ye dah dibilangin, indonesia itu udah punya beberapa pembangkit bersih. Tapi saat ini pertumbuhan pembangunannya cukup lambat gara gara itu mahal, sama kalo misal jadi diperbanyak secara masif, pasti akam ada kenaikan harga listrik yang signifikan. Orang indo aja ada naik bbm-"
NEGATIF,"@sosmedkeras Krn ayam ngingetin kl hidup kita dr hrg sembako, inflasi, kenaikan BBM, kenaikan biaya hidup itu semuanya di atur sama tikus"
NEGATIF,@kompascom Subsidi buat kereta cpt berefek kenaikan BBM ini
NEGATIF,"@ruliemaulana Pernah ane bahas beberapa waktu, cara supaya smua angkot tunduk jadi Jaklingko. Mengacu pada case Metromini ama Kopaja n Kopami akhirnya jadi Minitrans. Ya naikin tarif angkot konvensional. Mustinya dengan kenaikan harga BBM momentum tuh, tarif angkot ditinggiin biar sepi."
NEGATIF,@hipohan Emang kaya gituh cara mainnya.  Jadi ke inget mewek berjama'ah nolak kenaikan BBM jaman SBY
NEGATIF,"@AzwarEko @erickthohir @pelni_ @kangdede78 @ganjarpranowo Mgkn akibat dari Kenaikan harga BBM, dan kenaikan inflasi selama ini menjadi yang menyebabkan penyesuaian harga tiket  kapal PT Pelni, Ini juga berdasarkan regulator melalui dua Permen Kementerian Perhubungan nomor 7 dan 8 Tahun 2023."
NEGATIF,"78 Tahun kemerdekaan berhasil membuat lonjakan hutang luar negri dan rakyat kebagian beban untuk membayarnya melalui kenaikan harga BBM, GAS, TDL, PAJAK dll, Sementara Penguasa Nyambi Jadi Pengusaha Untuk Merampok APBN Sehingga melahirkan regulasi yang menguntungkan mereka."
NEGATIF,"@MataNajwa @NajwaShihab Mhn Izin Ya mba @NajwaShihab ??Pak Presiden Pernah Janji Ke Driver OJOL R2 &amp R4 Dulu Banget Waktu Kenaikan BBM Akan Ada Dana Bantuan Kompensasi Setiap Driver OJOL @Rp.600rb Sampai Hari Ini Dananya Ghoib,Gak Tahu Kemana? Tlng Di Tanyain Ke Pak Presiden, Melalui Pak Prabowo Ya,Trms"
NEGATIF,"@andesrim @nasetiyanto @HaryantoKonstr1 @prastow @fajarfark @ruliemaulana @FaisalBasri Anehnya jaman sby saya juga pendukung kebijakan pemerintah loh,, kenaikan bbm saya dukung dan ngerti kenapa mesti naik, bailout century bank saya dukung smi, saya cuma benci keributan, siapapun presidennya saya dukung selama bukan kelompok yg suka ngafirin orang,radikal hrs pergi"
NEGATIF,"@CNNIndonesia Wah ini isyarat bakal ada kenaikan lagi ni, padahal rakyat udah megap-megap kenaikan harga BBM, LPG dan listrik sebelumnya, kenaikan gaji hanya setahun sekali dan itupun belum sesuai"
NEGATIF,"@ivanazhar1 Money politik , bagi2 sembako , mendidik rakyat jd pengemis, bukannya dulu jokowi naik daun krn tolak kenaikan BBM, tolak blt krn tdk mendidik. Pemimpin yg ditunggu programnya bukan drama pencitraan, merakyat bagi2 sembako."
